,incident_latitude,incident_longitude,date,temperature (degC),wind_speed (m/s),total_precipitation (mm of water equivalent),relative_humidity (0-1),surface_pressure (Pa),humidex (degC),County,latitude,longitude,y,month,year
Contra Costa-2016-04,0.0,0.0,2016-04,16.137,2.505666666666666,0.05166666666666666,0.6213333333333334,100435.31333333335,16.825999999999997,Contra Costa,38.771312942039316,-122.40149055473384,False,04,2016
Contra Costa-2016-05,0.0,0.0,2016-05,17.18225806451613,2.9622580645161296,0.02709677419354839,0.6654838709677421,100173.5290322581,18.82225806451613,Contra Costa,37.598140622743955,-121.0630431334186,False,05,2016
Contra Costa-2016-06,0.0,0.0,2016-06,19.688666666666666,3.213333333333334,0.0006666666666666666,0.5763333333333331,100241.72099999998,21.447,Contra Costa,38.29664963149926,-122.687293713837,False,06,2016
Contra Costa-2016-08,0.0,0.0,2016-08,18.374193548387094,3.3641935483870964,0.0,0.6751612903225807,100122.68548387094,20.762258064516125,Contra Costa,38.560038528916394,-121.659706875345,False,08,2016
Contra Costa-2016-09,0.0,0.0,2016-09,18.991,2.5236666666666663,0.0,0.5943333333333334,100243.56466666664,20.643333333333327,Contra Costa,37.95034032484598,-120.93363376578917,False,09,2016
Contra Costa-2016-10,0.0,0.0,2016-10,16.75935483870968,1.8703225806451609,0.10483870967741936,0.7070967741935482,100342.37903225805,18.68645161290322,Contra Costa,38.695266828016265,-121.45541172324796,False,10,2016
Contra Costa-2016-11,0.0,0.0,2016-11,13.309666666666667,1.2673333333333334,0.05566666666666667,0.7896666666666668,100687.79433333335,14.625666666666673,Contra Costa,37.763949979991935,-121.59371339214188,False,11,2016
Contra Costa-2016-12,0.0,0.0,2016-12,9.077096774193553,1.689677419354839,0.10838709677419353,0.7458064516129034,100760.71354838707,8.43774193548387,Contra Costa,37.77454220233608,-122.72939547270505,False,12,2016
Contra Costa-2017-01,0.0,0.0,2017-01,9.006451612903223,2.140322580645161,0.3725806451612903,0.8148387096774193,100527.03677419352,8.74516129032258,Contra Costa,38.492572808723395,-121.91881884300402,False,01,2017
Contra Costa-2017-02,0.0,0.0,2017-02,11.930714285714286,2.2225,0.31499999999999995,0.7714285714285716,100395.88321428573,12.532142857142857,Contra Costa,37.11636165108829,-122.88790096009902,False,02,2017
Contra Costa-2017-03,0.0,0.0,2017-03,13.73516129032258,1.8638709677419352,0.08387096774193548,0.7206451612903227,100756.20354838713,14.50483870967742,Contra Costa,38.66365320339232,-122.1238877300515,False,03,2017
Contra Costa-2017-04,0.0,0.0,2017-04,14.96,2.297333333333333,0.060999999999999985,0.6493333333333332,100524.191,15.508333333333335,Contra Costa,37.16558462438053,-122.45257528025975,False,04,2017
Contra Costa-2017-05,0.0,0.0,2017-05,17.17064516129032,3.1229032258064513,0.0022580645161290325,0.6174193548387094,100156.5670967742,18.33322580645161,Contra Costa,37.483038733526634,-122.42515635117495,False,05,2017
Contra Costa-2017-08,0.0,0.0,2017-08,20.17,3.1687096774193546,0.0,0.6548387096774196,100045.7451612903,23.153870967741927,Contra Costa,37.47503708965363,-122.76775257104875,False,08,2017
Contra Costa-2017-09,0.0,0.0,2017-09,20.93833333333334,2.2656666666666667,0.004666666666666667,0.5816666666666667,100043.24166666668,23.43233333333333,Contra Costa,37.178551580611355,-121.34808074005313,False,09,2017
Contra Costa-2017-10,0.0,0.0,2017-10,17.097419354838713,1.565806451612903,0.005806451612903225,0.5090322580645159,100357.7941935484,16.950000000000006,Contra Costa,37.20211903699452,-121.69051090454198,False,10,2017
Contra Costa-2017-11,0.0,0.0,2017-11,13.399333333333335,1.4553333333333331,0.07366666666666669,0.7490000000000001,100627.146,14.342666666666664,Contra Costa,38.16952722019199,-121.25122790890069,False,11,2017
Contra Costa-2017-12,0.0,0.0,2017-12,9.337096774193547,1.572903225806452,0.0009677419354838713,0.6038709677419356,101029.71903225807,7.6887096774193555,Contra Costa,37.40360480281534,-121.05044050207319,False,12,2017
Contra Costa-2018-01,0.0,0.0,2018-01,10.797741935483874,1.3406451612903227,0.11161290322580644,0.8254838709677417,100901.11741935486,11.239354838709678,Contra Costa,38.79586290020607,-121.34188466277804,False,01,2018
Contra Costa-2018-02,0.0,0.0,2018-02,11.387857142857143,1.828571428571429,0.028571428571428574,0.5392857142857144,100738.08321428573,9.965,Contra Costa,37.08613409919273,-121.53014099789632,False,02,2018
Contra Costa-2018-03,0.0,0.0,2018-03,12.562903225806453,1.948064516129032,0.10967741935483873,0.6774193548387097,100506.69096774195,12.532903225806455,Contra Costa,38.76441440422803,-122.0222178256899,False,03,2018
Contra Costa-2018-04,0.0,0.0,2018-04,14.459333333333335,2.5483333333333342,0.08299999999999999,0.6466666666666667,100558.24933333333,14.859999999999998,Contra Costa,38.75057328941066,-121.81314558910842,False,04,2018
Contra Costa-2018-05,0.0,0.0,2018-05,16.372903225806457,3.67967741935484,0.004193548387096774,0.6170967741935484,100285.76064516132,17.137096774193544,Contra Costa,37.46338572887491,-120.98079914327073,False,05,2018
Contra Costa-2018-09,0.0,0.0,2018-09,18.097,2.566333333333333,0.0006666666666666666,0.636,100058.02466666666,19.866000000000003,Contra Costa,38.050484225495794,-121.18510631997586,False,09,2018
Contra Costa-2018-10,0.0,0.0,2018-10,17.18096774193548,1.7619354838709678,0.012903225806451613,0.5996774193548389,100304.29387096774,18.10741935483871,Contra Costa,37.63803040336138,-121.68490221584027,False,10,2018
Contra Costa-2018-12,0.0,0.0,2018-12,10.131290322580645,1.4461290322580644,0.0661290322580645,0.7600000000000001,100858.93064516132,9.851290322580645,Contra Costa,37.1952226244572,-122.66273516900311,False,12,2018
Contra Costa-2019-01,0.0,0.0,2019-01,10.985806451612904,1.8274193548387097,0.18935483870967745,0.7838709677419355,100614.05161290325,11.241935483870966,Contra Costa,38.88913155048829,-121.75103175971064,False,01,2019
Contra Costa-2019-02,0.0,0.0,2019-02,9.243571428571428,2.663214285714285,0.3192857142857143,0.7053571428571429,100255.01642857144,8.35107142857143,Contra Costa,38.075218753169196,-121.65454280103968,False,02,2019
Contra Costa-2019-03,0.0,0.0,2019-03,12.25548387096774,1.7522580645161292,0.16806451612903228,0.7119354838709678,100556.09483870967,12.387419354838707,Contra Costa,38.80930283338437,-122.672981499976,False,03,2019
Contra Costa-2019-04,0.0,0.0,2019-04,15.670999999999998,2.3313333333333333,0.019666666666666662,0.6936666666666667,100418.21633333334,17.02433333333333,Contra Costa,37.64984183552253,-121.83658069712796,False,04,2019
Contra Costa-2019-05,0.0,0.0,2019-05,15.25709677419355,3.2193548387096778,0.0764516129032258,0.6977419354838711,100080.6929032258,16.44677419354839,Contra Costa,37.33770245768949,-121.33548849892152,False,05,2019
Contra Costa-2019-09,0.0,0.0,2019-09,20.007666666666672,2.4513333333333334,0.0013333333333333333,0.5896666666666667,100148.61566666668,22.126666666666665,Contra Costa,38.33765390123719,-121.27329696232627,False,09,2019
Contra Costa-2019-11,0.0,0.0,2019-11,12.464999999999998,1.3430000000000002,0.08433333333333334,0.6633333333333333,100318.57899999995,12.246999999999998,Contra Costa,38.8922166936381,-122.91164962979886,False,11,2019
Contra Costa-2019-12,0.0,0.0,2019-12,10.69967741935484,1.5993548387096772,0.16129032258064513,0.818709677419355,100599.57161290322,11.104838709677415,Contra Costa,37.08822888796367,-122.31634599465043,False,12,2019
Contra Costa-2020-01,0.0,0.0,2020-01,9.880322580645164,1.509032258064516,0.034193548387096775,0.8245161290322579,101094.85548387095,9.956451612903226,Contra Costa,38.26322768492635,-121.56076160017447,False,01,2020
Contra Costa-2020-02,0.0,0.0,2020-02,12.14,1.647931034482759,0.0006896551724137933,0.5748275862068964,100805.45620689656,11.071724137931037,Contra Costa,38.326325137971835,-121.9848057838003,False,02,2020
Contra Costa-2020-03,0.0,0.0,2020-03,12.21516129032258,1.9993548387096776,0.07387096774193548,0.6806451612903226,100500.72258064516,12.007741935483873,Contra Costa,38.811574472888275,-122.03625055868835,False,03,2020
Contra Costa-2020-08,0.0,0.0,2020-08,21.405806451612907,2.986451612903225,0.0003225806451612903,0.603225806451613,100005.36645161288,24.308064516129036,Contra Costa,38.13116153314952,-121.99874237755243,False,08,2020
Contra Costa-2020-09,0.0,0.0,2020-09,21.108333333333334,2.182333333333333,0.0,0.6023333333333334,100241.10066666664,23.80166666666667,Contra Costa,37.59822905904393,-121.7593349015799,False,09,2020
Contra Costa-2020-11,0.0,0.0,2020-11,11.907333333333336,1.520333333333333,0.012666666666666666,0.6076666666666668,100744.10066666668,11.137666666666664,Contra Costa,38.822488634737525,-121.97769143208694,False,11,2020
Contra Costa-2020-12,0.0,0.0,2020-12,10.062666666666667,1.3610000000000002,0.041000000000000016,0.6616666666666667,100976.08800000002,9.015666666666666,Contra Costa,37.48295709306492,-121.44362380548468,False,12,2020
Del Norte-2013-01,0.0,0.0,2013-01,-0.8280645161290324,1.6170967741935487,0.011290322580645159,0.4600000000000001,82172.3525806452,-4.792258064516131,Del Norte,42.283872791301846,-123.31125472150528,False,01,2013
Del Norte-2013-02,0.0,0.0,2013-02,1.3789285714285715,2.304642857142857,0.008928571428571428,0.4332142857142856,81811.16857142857,-2.5328571428571425,Del Norte,42.57990286861321,-124.89670866721771,False,02,2013
Del Norte-2013-03,0.0,0.0,2013-03,9.947096774193547,2.2806451612903222,0.005483870967741936,0.2545161290322581,81960.05064516129,6.081290322580645,Del Norte,40.93277399526226,-123.63305340354992,False,03,2013
Del Norte-2013-04,0.0,0.0,2013-04,13.488666666666667,2.918333333333333,0.012,0.21200000000000008,81666.41533333334,9.640333333333333,Del Norte,42.52978401863027,-123.37882021369653,False,04,2013
Del Norte-2013-05,0.0,0.0,2013-05,18.18258064516129,2.4735483870967743,0.0074193548387096785,0.19451612903225807,81982.96290322581,14.765483870967744,Del Norte,41.24619911756465,-124.21358831146638,False,05,2013
Del Norte-2013-06,0.0,0.0,2013-06,25.63666666666667,1.952,0.012666666666666666,0.19000000000000009,82086.82666666666,23.432666666666666,Del Norte,40.79068793694745,-123.55851842460294,False,06,2013
Del Norte-2013-07,0.0,0.0,2013-07,23.403870967741927,1.3658064516129031,0.09096774193548388,0.4880645161290323,82361.72290322579,25.53354838709677,Del Norte,41.003606737309525,-124.3504800220025,False,07,2013
Del Norte-2013-08,0.0,0.0,2013-08,23.452903225806452,1.5803225806451615,0.020967741935483872,0.4132258064516129,82443.48870967742,24.480645161290326,Del Norte,40.85900412222008,-122.94494925542328,False,08,2013
Del Norte-2013-09,0.0,0.0,2013-09,18.703,1.6313333333333335,0.19766666666666666,0.5446666666666666,82202.85999999997,19.65033333333333,Del Norte,42.65343908170415,-123.09385826680952,False,09,2013
Del Norte-2013-10,0.0,0.0,2013-10,10.886774193548383,1.9841935483870965,0.02129032258064516,0.3964516129032257,82131.21129032262,8.180645161290322,Del Norte,40.947687568275725,-123.87271181338433,False,10,2013
Del Norte-2013-11,0.0,0.0,2013-11,4.807333333333334,1.492333333333333,0.039,0.5913333333333334,82320.64866666665,2.0283333333333333,Del Norte,41.38323811206381,-124.49547851630322,False,11,2013
Del Norte-2013-12,0.0,0.0,2013-12,0.052258064516128924,1.2522580645161292,0.016129032258064516,0.5770967741935483,82114.33322580643,-3.5032258064516117,Del Norte,42.4455872548003,-124.84848809971444,False,12,2013
Del Norte-2014-01,0.0,0.0,2014-01,1.748709677419355,1.8564516129032247,0.0009677419354838713,0.35903225806451616,82168.55064516126,-2.4012903225806457,Del Norte,41.595047779887,-123.09610985369834,False,01,2014
Del Norte-2014-02,0.0,0.0,2014-02,6.11,1.9803571428571427,0.017142857142857144,0.3782142857142857,81848.47964285713,2.418928571428571,Del Norte,42.125421769660136,-124.04364777215187,False,02,2014
Del Norte-2014-03,0.0,0.0,2014-03,8.473225806451612,2.0906451612903223,0.016129032258064516,0.31129032258064515,81929.92258064517,4.781935483870969,Del Norte,42.39867673689162,-124.05017575459574,False,03,2014
Del Norte-2014-04,0.0,0.0,2014-04,12.063666666666665,2.8736666666666664,0.012333333333333337,0.25533333333333336,81817.84133333334,8.442333333333334,Del Norte,41.11361529630587,-123.39049488333524,False,04,2014
Del Norte-2014-05,0.0,0.0,2014-05,17.10387096774194,2.30516129032258,0.04032258064516129,0.2612903225806452,81993.02870967741,14.222580645161296,Del Norte,41.68583634559484,-123.91809997057187,False,05,2014
Del Norte-2014-06,0.0,0.0,2014-06,24.318666666666665,2.2783333333333333,0.004333333333333332,0.173,81902.02533333332,21.645666666666674,Del Norte,40.92344637840906,-123.74519028115554,False,06,2014
Del Norte-2014-07,0.0,0.0,2014-07,23.89225806451612,1.2235483870967745,0.0703225806451613,0.4283870967741936,82420.90419354838,25.189354838709672,Del Norte,42.42513382701981,-124.85303402784767,False,07,2014
Del Norte-2014-08,0.0,0.0,2014-08,21.72290322580645,1.555483870967742,0.04774193548387097,0.4638709677419355,82346.91838709678,22.77580645161289,Del Norte,41.8287233797143,-123.36456428351616,False,08,2014
Del Norte-2014-09,0.0,0.0,2014-09,19.798666666666673,1.9153333333333336,0.03766666666666667,0.5076666666666666,82257.22633333334,20.704333333333327,Del Norte,41.592015442899054,-123.49581838056694,False,09,2014
Del Norte-2014-10,0.0,0.0,2014-10,14.42935483870968,1.58,0.02774193548387097,0.41354838709677416,82263.86258064517,12.598064516129035,Del Norte,41.75000006400922,-124.34866604997043,False,10,2014
Del Norte-2014-11,0.0,0.0,2014-11,5.597,1.8620000000000003,0.017666666666666667,0.4063333333333333,82176.42633333335,2.1630000000000007,Del Norte,42.029164452279026,-123.1289451166056,False,11,2014
Del Norte-2014-12,0.0,0.0,2014-12,1.4461290322580655,1.5461290322580643,0.0267741935483871,0.6190322580645163,82067.05838709678,-1.6516129032258062,Del Norte,42.34974415655283,-124.76954291785168,False,12,2014
Del Norte-2015-01,0.0,0.0,2015-01,0.7358064516129029,1.141935483870968,0.05129032258064516,0.7000000000000001,82428.11741935482,-2.291935483870967,Del Norte,41.057318154988344,-124.00778974120291,False,01,2015
Del Norte-2015-02,0.0,0.0,2015-02,4.3446428571428575,1.3503571428571426,0.03928571428571428,0.5557142857142857,82109.5171428571,1.3475,Del Norte,42.55547108398467,-124.9029621489657,False,02,2015
Del Norte-2015-03,0.0,0.0,2015-03,10.093870967741935,1.3503225806451613,0.01838709677419355,0.3967741935483872,82214.23258064517,7.1225806451612925,Del Norte,41.08350894335953,-124.87510667525791,False,03,2015
Del Norte-2015-04,0.0,0.0,2015-04,12.867333333333335,2.2766666666666664,0.015333333333333334,0.27133333333333337,81792.09633333332,9.503333333333332,Del Norte,41.18618815315208,-123.31321151179782,False,04,2015
Del Norte-2015-05,0.0,0.0,2015-05,15.331290322580646,2.065483870967741,0.07096774193548386,0.4151612903225807,81913.39129032259,13.682903225806447,Del Norte,41.05885365089188,-123.13108589551354,False,05,2015
Del Norte-2015-06,0.0,0.0,2015-06,24.00333333333333,1.3966666666666665,0.021666666666666667,0.328,82169.6996666667,23.795666666666666,Del Norte,41.98746631376571,-123.19761041659731,False,06,2015
Del Norte-2015-07,0.0,0.0,2015-07,22.98741935483871,1.3251612903225811,0.0906451612903226,0.4764516129032257,82314.31967741935,24.688064516129035,Del Norte,40.97300954362915,-124.32198457459114,False,07,2015
Del Norte-2015-08,0.0,0.0,2015-08,23.874516129032248,1.0661290322580643,0.015483870967741937,0.3925806451612904,82355.43580645157,24.6716129032258,Del Norte,42.493001853075064,-123.46462377842084,False,08,2015
Del Norte-2015-09,0.0,0.0,2015-09,21.31933333333333,1.5903333333333332,0.02300000000000001,0.39866666666666667,82253.05600000003,21.303999999999988,Del Norte,42.185099600642054,-122.97819589504444,False,09,2015
Del Norte-2015-10,0.0,0.0,2015-10,14.158387096774193,1.5690322580645162,0.08354838709677417,0.5570967741935484,82232.88354838706,13.444516129032257,Del Norte,41.373295588065105,-123.93051940424182,False,10,2015
Del Norte-2015-11,0.0,0.0,2015-11,5.157333333333336,2.132333333333333,0.041000000000000016,0.5539999999999999,81988.10633333331,2.365333333333333,Del Norte,40.76295130402492,-123.24988854011633,False,11,2015
Del Norte-2015-12,0.0,0.0,2015-12,0.2225806451612901,1.6419354838709679,0.038064516129032264,0.560967741935484,81838.47677419352,-3.4229032258064516,Del Norte,42.11432417638558,-124.01925081069965,False,12,2015
Del Norte-2016-01,0.0,0.0,2016-01,-0.3458064516129034,1.4306451612903226,0.02387096774193549,0.6177419354838711,81993.64225806452,-3.853870967741936,Del Norte,42.19263884703753,-123.93348367404795,False,01,2016
Del Norte-2016-02,0.0,0.0,2016-02,5.8568965517241365,1.6113793103448282,0.0037931034482758617,0.3744827586206896,82315.72034482755,2.204482758620689,Del Norte,40.9618704864002,-123.28683433428836,False,02,2016
Del Norte-2016-03,0.0,0.0,2016-03,9.558387096774194,2.5232258064516127,0.004838709677419355,0.2570967741935484,81785.9319354839,5.681612903225808,Del Norte,42.72462657455163,-123.72925665711226,False,03,2016
Del Norte-2016-04,0.0,0.0,2016-04,12.182333333333334,2.3070000000000004,0.03166666666666667,0.3590000000000001,81879.72233333331,9.330333333333332,Del Norte,42.55940755812922,-124.64817993396436,False,04,2016
Del Norte-2016-05,0.0,0.0,2016-05,17.029032258064515,2.555161290322581,0.023870967741935485,0.28709677419354834,81947.58161290322,14.386774193548383,Del Norte,42.245454579339984,-123.0784724771083,False,05,2016
Del Norte-2016-06,0.0,0.0,2016-06,24.95666666666667,1.4876666666666662,0.013000000000000001,0.2656666666666667,82290.12800000001,24.01466666666667,Del Norte,41.337104487358964,-124.22402179014867,False,06,2016
Del Norte-2016-07,0.0,0.0,2016-07,26.503870967741946,1.6438709677419354,0.021612903225806453,0.2816129032258065,82303.03612903225,26.183870967741928,Del Norte,42.265146242357154,-123.21652016998175,False,07,2016
Del Norte-2016-08,0.0,0.0,2016-08,21.296774193548387,1.1361290322580644,0.08032258064516133,0.5103225806451613,82382.4216129032,22.930645161290325,Del Norte,42.43922829530986,-123.2719453167499,False,08,2016
Del Norte-2016-09,0.0,0.0,2016-09,19.62933333333334,1.7773333333333334,0.021666666666666667,0.4186666666666666,82371.91866666666,19.43,Del Norte,42.67639048434404,-124.29658037637589,False,09,2016
Del Norte-2016-10,0.0,0.0,2016-10,15.6741935483871,1.6241935483870966,0.011290322580645162,0.3461290322580645,82328.78193548387,13.500000000000005,Del Norte,41.197031087898516,-123.31522225086812,False,10,2016
Del Norte-2016-11,0.0,0.0,2016-11,6.861999999999999,1.7586666666666662,0.05633333333333334,0.551,82333.18633333332,4.463333333333333,Del Norte,40.798608574769865,-124.78156040410215,False,11,2016
Del Norte-2016-12,0.0,0.0,2016-12,2.2793548387096774,1.6587096774193544,0.04290322580645162,0.5812903225806453,82092.44225806452,-0.9012903225806452,Del Norte,41.389040016607915,-124.71465918410539,False,12,2016
Del Norte-2017-01,0.0,0.0,2017-01,1.9445161290322581,1.904838709677419,0.06129032258064517,0.6348387096774194,81945.98032258065,-1.0506451612903225,Del Norte,42.01321596714516,-123.81685896427318,False,01,2017
Del Norte-2017-02,0.0,0.0,2017-02,6.262142857142857,2.0357142857142856,0.01892857142857143,0.4925000000000001,81947.70607142858,3.3310714285714296,Del Norte,42.18661007573077,-124.19756720940035,False,02,2017
Del Norte-2017-03,0.0,0.0,2017-03,11.565161290322578,2.0503225806451617,0.025806451612903226,0.2861290322580646,82089.25161290322,8.100645161290323,Del Norte,41.07063753477735,-124.03310994251875,False,03,2017
Del Norte-2017-04,0.0,0.0,2017-04,12.921333333333333,2.402,0.044333333333333336,0.32266666666666666,81802.78999999996,9.796,Del Norte,41.10083404892057,-123.48992990101347,False,04,2017
Del Norte-2017-05,0.0,0.0,2017-05,17.01,2.3161290322580643,0.0270967741935484,0.29225806451612896,81878.26548387097,14.473548387096775,Del Norte,41.4659851104866,-124.89279873210502,False,05,2017
Del Norte-2017-07,0.0,0.0,2017-07,24.93548387096775,1.4932258064516124,0.05870967741935481,0.3967741935483871,82434.46451612901,26.24290322580645,Del Norte,41.245911297292885,-123.12195468796538,False,07,2017
Del Norte-2017-10,0.0,0.0,2017-10,12.902258064516127,1.541935483870968,0.05193548387096774,0.46,82250.33322580646,11.342580645161288,Del Norte,41.342899282754345,-124.33007599790068,False,10,2017
Del Norte-2017-11,0.0,0.0,2017-11,9.782666666666668,1.4256666666666666,0.002666666666666666,0.3720000000000001,82308.41100000001,6.7586666666666675,Del Norte,42.35492320530881,-123.74225570869976,False,11,2017
Del Norte-2017-12,0.0,0.0,2017-12,2.832903225806452,1.1229032258064515,0.0,0.3583870967741937,82313.37870967742,-1.2070967741935479,Del Norte,41.52125646006172,-124.8234130919306,False,12,2017
Del Norte-2018-01,0.0,0.0,2018-01,2.5070967741935486,1.383225806451613,0.008064516129032258,0.3835483870967743,82348.30741935485,-1.4703225806451612,Del Norte,41.85942676990548,-124.50112152350805,False,01,2018
Del Norte-2018-02,0.0,0.0,2018-02,4.811785714285713,1.9675,0.035,0.4303571428571429,81936.09071428572,1.3078571428571428,Del Norte,41.50931304694002,-124.91320721228188,False,02,2018
Del Norte-2018-03,0.0,0.0,2018-03,8.899677419354838,2.276774193548388,0.017096774193548388,0.3170967741935484,81941.86548387098,5.322903225806451,Del Norte,42.27598758012892,-124.6429156534819,False,03,2018
Del Norte-2018-04,0.0,0.0,2018-04,14.809666666666667,2.9763333333333337,0.0023333333333333327,0.19433333333333333,81888.22833333332,11.078666666666665,Del Norte,41.87990147731709,-123.88566539503543,False,04,2018
Del Norte-2018-05,0.0,0.0,2018-05,20.845161290322586,2.4387096774193555,0.011290322580645159,0.17290322580645162,81954.50387096776,17.524838709677418,Del Norte,40.786699891813626,-124.72939402287987,False,05,2018
Del Norte-2018-06,0.0,0.0,2018-06,25.27466666666667,1.7353333333333334,0.042,0.22466666666666665,82023.146,23.45133333333333,Del Norte,41.76002938828697,-123.96867057260833,False,06,2018
Del Norte-2018-08,0.0,0.0,2018-08,23.69161290322581,1.3496774193548386,0.0367741935483871,0.39483870967741935,82351.80612903228,24.451290322580647,Del Norte,42.48175404160222,-124.72890080160906,False,08,2018
Del Norte-2018-09,0.0,0.0,2018-09,20.50966666666666,1.250333333333333,0.03333333333333333,0.40933333333333344,82262.28733333334,20.341,Del Norte,42.67797249223526,-124.26637471191954,False,09,2018
Del Norte-2018-10,0.0,0.0,2018-10,12.173870967741935,1.9803225806451608,0.09354838709677417,0.5651612903225806,82128.30709677418,11.098064516129035,Del Norte,42.526547422719496,-123.96680711859645,False,10,2018
Del Norte-2018-11,0.0,0.0,2018-11,4.787333333333334,1.4326666666666672,0.008333333333333333,0.43200000000000016,82101.693,1.331333333333333,Del Norte,41.185181309496386,-124.49085126811302,False,11,2018
Del Norte-2018-12,0.0,0.0,2018-12,0.5796774193548389,1.5061290322580645,0.03225806451612903,0.5429032258064517,82065.74580645161,-3.0583870967741937,Del Norte,42.50399837788931,-123.23367128724841,False,12,2018
Del Norte-2019-01,0.0,0.0,2019-01,0.04774193548387072,1.2132258064516126,0.030645161290322583,0.6596774193548385,82184.2622580645,-3.2151612903225804,Del Norte,42.00587798706409,-122.9789708800202,False,01,2019
Del Norte-2019-02,0.0,0.0,2019-02,2.940714285714286,2.3585714285714285,0.028928571428571432,0.4721428571428571,81692.9067857143,-0.5432142857142856,Del Norte,40.75022400989381,-124.23346824191763,False,02,2019
Del Norte-2019-03,0.0,0.0,2019-03,8.376451612903226,2.368064516129033,0.05000000000000001,0.4503225806451611,82012.71677419357,5.500322580645161,Del Norte,41.52454326602369,-123.54522906730651,False,03,2019
Del Norte-2019-04,0.0,0.0,2019-04,13.502999999999998,2.2296666666666667,0.028333333333333325,0.3263333333333335,81798.37466666668,10.653666666666664,Del Norte,42.23482045901815,-123.53112551081003,False,04,2019
Del Norte-2019-05,0.0,0.0,2019-05,15.661290322580646,2.360967741935484,0.04225806451612903,0.31225806451612914,81696.67967741935,13.010967741935485,Del Norte,41.409405309089,-123.77126428886424,False,05,2019
Del Norte-2019-06,0.0,0.0,2019-06,22.471,1.977666666666667,0.025666666666666674,0.2733333333333334,82151.89666666668,20.899,Del Norte,41.887357601157845,-124.69153083575259,False,06,2019
Del Norte-2019-07,0.0,0.0,2019-07,25.613870967741928,1.4170967741935483,0.028387096774193564,0.3290322580645161,82367.75322580647,25.940000000000005,Del Norte,42.658892000884684,-123.73091362079911,False,07,2019
Del Norte-2019-08,0.0,0.0,2019-08,24.94870967741936,1.279032258064516,0.027419354838709685,0.35387096774193544,82319.94709677421,25.508064516129032,Del Norte,42.22230216824843,-123.65535972216496,False,08,2019
Del Norte-2019-09,0.0,0.0,2019-09,21.57366666666667,1.8730000000000002,0.025333333333333333,0.3793333333333334,82217.63999999997,21.361666666666668,Del Norte,42.570573164756986,-123.78461781150897,False,09,2019
Del Norte-2019-10,0.0,0.0,2019-10,11.116774193548386,1.803870967741936,0.035483870967741936,0.3474193548387097,82123.53903225806,8.353870967741933,Del Norte,41.72892840860476,-123.94992447429577,False,10,2019
Del Norte-2019-11,0.0,0.0,2019-11,5.1163333333333325,1.5076666666666665,0.08433333333333334,0.5123333333333333,82152.16,2.006333333333333,Del Norte,42.718647116416854,-123.05563833332562,False,11,2019
Del Norte-2019-12,0.0,0.0,2019-12,1.4219354838709668,1.4093548387096784,0.03129032258064516,0.6116129032258065,82100.41451612898,-1.7254838709677425,Del Norte,41.61266025280732,-124.89870544975385,False,12,2019
Del Norte-2020-01,0.0,0.0,2020-01,1.441290322580645,1.5025806451612904,0.025806451612903226,0.5690322580645162,82180.8180645161,-1.9503225806451607,Del Norte,41.353078328292966,-124.22404893782715,False,01,2020
Del Norte-2020-02,0.0,0.0,2020-02,3.2358620689655164,1.92,0.04241379310344828,0.5341379310344828,81967.43137931032,-0.011724137931034356,Del Norte,42.300882305333346,-124.49654319802893,False,02,2020
Del Norte-2020-03,0.0,0.0,2020-03,9.71483870967742,2.5158064516129035,0.02516129032258065,0.39193548387096777,81986.47161290326,6.786451612903223,Del Norte,41.28026422141807,-123.08004984392431,False,03,2020
Del Norte-2020-04,0.0,0.0,2020-04,13.948333333333332,2.484666666666666,0.028333333333333325,0.2586666666666667,81866.66233333334,10.562,Del Norte,41.29694093383979,-122.94667579677828,False,04,2020
Del Norte-2020-05,0.0,0.0,2020-05,20.483870967741925,1.9774193548387096,0.0070967741935483875,0.19645161290322585,82038.86387096776,17.559677419354838,Del Norte,42.04037324285671,-123.46912493673709,False,05,2020
Del Norte-2020-06,0.0,0.0,2020-06,24.141,2.493666666666667,0.013000000000000005,0.2096666666666667,82092.22433333335,22.08366666666667,Del Norte,41.17556097870224,-123.80962007693097,False,06,2020
Del Norte-2020-07,0.0,0.0,2020-07,25.55548387096773,1.280967741935484,0.09903225806451614,0.3758064516129033,82320.53451612902,26.39225806451613,Del Norte,41.57584962257891,-122.96845215760305,False,07,2020
Del Norte-2020-08,0.0,0.0,2020-08,25.94516129032259,1.260645161290323,0.010322580645161292,0.2767741935483872,82294.25483870969,25.471935483870965,Del Norte,41.93479711003635,-124.82382954482354,False,08,2020
Del Norte-2020-09,0.0,0.0,2020-09,19.253333333333334,1.5070000000000003,0.03066666666666666,0.32566666666666666,82471.48066666668,17.451666666666664,Del Norte,41.94752479689037,-122.97333342549287,False,09,2020
Del Norte-2020-10,0.0,0.0,2020-10,13.970322580645163,1.3206451612903227,0.026129032258064518,0.2841935483870968,82261.25806451614,10.564838709677415,Del Norte,41.04934015796381,-123.02883852108494,False,10,2020
Del Norte-2020-11,0.0,0.0,2020-11,7.688666666666664,1.7226666666666666,0.01833333333333333,0.4116666666666667,82296.95233333335,4.570999999999997,Del Norte,40.98235650011281,-124.36382324629311,False,11,2020
Del Norte-2020-12,0.0,0.0,2020-12,0.6053333333333335,1.2843333333333329,0.017333333333333333,0.4506666666666668,82217.29266666666,-3.3466666666666667,Del Norte,42.11378343839555,-123.33448579368806,False,12,2020
